payment_id,subscription_id,user_id,payment_date,amount,payment_method,payment_status,invoice_number
4577,2306,2306,2025-06-01,50,PayPal,Success,INV-004577
651,359,359,2025-06-01,20,Credit Card,Success,INV-000651
404,224,224,2025-06-01,50,PayPal,Success,INV-000404
1345,691,691,2025-06-01,20,Bank Transfer,Success,INV-001345
2974,1460,1460,2025-06-01,20,UPI,Success,INV-002974
363,192,192,2025-06-01,50,UPI,Success,INV-000363
1213,628,628,2025-06-01,20,PayPal,Success,INV-001213
2573,1268,1268,2025-06-01,50,PayPal,Success,INV-002573
2253,1090,1090,2025-06-01,50,Bank Transfer,Success,INV-002253
4232,2094,2094,2025-06-01,20,UPI,Success,INV-004232
2718,1339,1339,2025-06-01,20,Bank Transfer,Success,INV-002718
2560,1262,1262,2025-06-02,20,UPI,Success,INV-002560
3395,1676,1676,2025-06-02,20,Credit Card,Success,INV-003395
1185,619,619,2025-06-02,20,Bank Transfer,Success,INV-001185
121,38,38,2025-06-02,20,PayPal,Success,INV-000121
3119,1559,1559,2025-06-02,50,UPI,Success,INV-003119
1762,873,873,2025-06-02,20,UPI,Success,INV-001762
5665,2850,2850,2025-06-03,50,Credit Card,Success,INV-005665
3612,1786,1786,2025-06-03,20,UPI,Success,INV-003612
945,500,500,2025-06-03,20,PayPal,Success,INV-000945
833,457,457,2025-06-03,20,Credit Card,Success,INV-000833
76,26,26,2025-06-03,50,Bank Transfer,Success,INV-000076
1225,630,630,2025-06-03,20,PayPal,Success,INV-001225
500,285,285,2025-06-03,20,Credit Card,Success,INV-000500
18,8,8,2025-06-03,50,Credit Card,Success,INV-000018
1729,862,862,2025-06-03,20,Bank Transfer,Failed,INV-001729
3733,1833,1833,2025-06-03,20,UPI,Failed,INV-003733
4934,2477,2477,2025-06-03,20,Credit Card,Success,INV-004934
39,14,14,2025-06-03,20,PayPal,Success,INV-000039
4332,2157,2157,2025-06-03,50,Credit Card,Success,INV-004332
5813,2922,2922,2025-06-03,240,Credit Card,Failed,INV-005813
5814,2923,2923,2025-06-03,20,Bank Transfer,Success,INV-005814
2844,1398,1398,2025-06-03,20,Bank Transfer,Success,INV-002844
5854,2950,2950,2025-06-03,20,PayPal,Success,INV-005854
3276,1616,1616,2025-06-03,20,Bank Transfer,Success,INV-003276
1848,904,904,2025-06-03,50,Credit Card,Success,INV-001848
4481,2249,2249,2025-06-04,50,Credit Card,Success,INV-004481
5684,2853,2853,2025-06-04,50,Credit Card,Success,INV-005684
5348,2702,2702,2025-06-04,20,PayPal,Success,INV-005348
1957,968,968,2025-06-04,20,Bank Transfer,Success,INV-001957
1333,690,690,2025-06-04,50,Bank Transfer,Success,INV-001333
3625,1794,1794,2025-06-04,50,PayPal,Success,INV-003625
2321,1116,1116,2025-06-04,20,UPI,Success,INV-002321
4136,2042,2042,2025-06-04,50,Credit Card,Success,INV-004136
3471,1711,1711,2025-06-04,20,Bank Transfer,Success,INV-003471
1009,524,524,2025-06-04,20,Credit Card,Success,INV-001009
4627,2333,2333,2025-06-04,50,Credit Card,Success,INV-004627
5620,2837,2837,2025-06-05,50,Bank Transfer,Success,INV-005620
3131,1561,1561,2025-06-05,20,Credit Card,Success,INV-003131
91,30,30,2025-06-05,50,PayPal,Success,INV-000091
4429,2206,2206,2025-06-05,20,UPI,Success,INV-004429
4639,2337,2337,2025-06-05,50,PayPal,Success,INV-004639
2987,1470,1470,2025-06-05,50,Credit Card,Success,INV-002987
2103,1028,1028,2025-06-05,20,UPI,Success,INV-002103
2237,1076,1076,2025-06-05,20,Credit Card,Success,INV-002237
4248,2096,2096,2025-06-05,50,Credit Card,Success,INV-004248
1433,722,722,2025-06-05,20,Bank Transfer,Success,INV-001433
1527,765,765,2025-06-05,20,Bank Transfer,Success,INV-001527
3422,1687,1687,2025-06-05,20,Credit Card,Success,INV-003422
3190,1579,1579,2025-06-05,20,PayPal,Failed,INV-003190
2306,1105,1105,2025-06-05,50,UPI,Success,INV-002306
5710,2864,2864,2025-06-05,20,Bank Transfer,Success,INV-005710
3964,1946,1946,2025-06-05,20,PayPal,Success,INV-003964
60,19,19,2025-06-05,50,Bank Transfer,Success,INV-000060
5004,2510,2510,2025-06-05,20,PayPal,Success,INV-005004
1555,794,794,2025-06-05,20,PayPal,Success,INV-001555
4099,2030,2030,2025-06-05,20,UPI,Success,INV-004099
3941,1938,1938,2025-06-05,20,UPI,Failed,INV-003941
4402,2187,2187,2025-06-05,20,Credit Card,Success,INV-004402
5930,2992,2992,2025-06-05,50,Credit Card,Success,INV-005930
5600,2833,2833,2025-06-05,20,Credit Card,Success,INV-005600
1390,707,707,2025-06-06,50,UPI,Success,INV-001390
5121,2581,2581,2025-06-06,20,Bank Transfer,Success,INV-005121
4841,2435,2435,2025-06-06,20,Credit Card,Success,INV-004841
4832,2434,2434,2025-06-06,50,Credit Card,Success,INV-004832
3633,1795,1795,2025-06-06,50,Credit Card,Success,INV-003633
5214,2644,2644,2025-06-06,50,Credit Card,Success,INV-005214
985,521,521,2025-06-06,20,UPI,Success,INV-000985
5100,2571,2571,2025-06-06,20,UPI,Success,INV-005100
2360,1133,1133,2025-06-06,20,Bank Transfer,Success,INV-002360
4259,2098,2098,2025-06-06,50,PayPal,Success,INV-004259
5317,2696,2696,2025-06-06,20,Credit Card,Success,INV-005317
2679,1324,1324,2025-06-06,20,Credit Card,Success,INV-002679
4047,2006,2006,2025-06-07,50,Bank Transfer,Success,INV-004047
5020,2522,2522,2025-06-07,50,PayPal,Success,INV-005020
3699,1826,1826,2025-06-07,20,UPI,Success,INV-003699
4925,2473,2473,2025-06-07,20,PayPal,Success,INV-004925
3228,1597,1597,2025-06-07,20,UPI,Success,INV-003228
1085,572,572,2025-06-07,50,PayPal,Success,INV-001085
2064,1019,1019,2025-06-07,20,UPI,Success,INV-002064
685,369,369,2025-06-07,50,Bank Transfer,Success,INV-000685
2231,1074,1074,2025-06-07,50,Bank Transfer,Success,INV-002231
4912,2467,2467,2025-06-07,50,Credit Card,Success,INV-004912
579,317,317,2025-06-07,50,Credit Card,Success,INV-000579
1305,673,673,2025-06-07,600,Credit Card,Success,INV-001305
1062,563,563,2025-06-07,20,UPI,Success,INV-001062
2464,1202,1202,2025-06-08,50,PayPal,Success,INV-002464
2212,1071,1071,2025-06-08,20,Credit Card,Success,INV-002212
2531,1247,1247,2025-06-08,20,PayPal,Success,INV-002531
1153,608,608,2025-06-08,20,Credit Card,Success,INV-001153
3759,1845,1845,2025-06-08,20,UPI,Success,INV-003759
2261,1093,1093,2025-06-08,20,UPI,Success,INV-002261
4240,2095,2095,2025-06-08,20,Bank Transfer,Success,INV-004240
5630,2839,2839,2025-06-08,50,Bank Transfer,Success,INV-005630
5784,2906,2906,2025-06-08,20,Credit Card,Success,INV-005784
964,506,506,2025-06-08,20,UPI,Success,INV-000964
3148,1565,1565,2025-06-08,20,Bank Transfer,Success,INV-003148
1944,955,955,2025-06-08,50,PayPal,Success,INV-001944
3715,1831,1831,2025-06-08,50,Bank Transfer,Success,INV-003715
589,318,318,2025-06-08,50,PayPal,Success,INV-000589
814,454,454,2025-06-08,50,Bank Transfer,Success,INV-000814
1116,585,585,2025-06-08,20,Credit Card,Success,INV-001116
2861,1403,1403,2025-06-08,20,Bank Transfer,Success,INV-002861
4700,2363,2363,2025-06-08,50,Credit Card,Success,INV-004700
2140,1043,1043,2025-06-08,50,Credit Card,Success,INV-002140
5721,2867,2867,2025-06-08,20,UPI,Success,INV-005721
1619,818,818,2025-06-08,20,PayPal,Success,INV-001619
1927,941,941,2025-06-08,20,Bank Transfer,Success,INV-001927
2801,1376,1376,2025-06-08,20,Bank Transfer,Success,INV-002801
3243,1600,1600,2025-06-09,50,UPI,Success,INV-003243
2299,1104,1104,2025-06-09,50,Credit Card,Success,INV-002299
5308,2690,2690,2025-06-09,20,PayPal,Success,INV-005308
4150,2045,2045,2025-06-09,240,Credit Card,Success,INV-004150
5880,2969,2969,2025-06-09,20,Bank Transfer,Success,INV-005880
2063,1017,1017,2025-06-09,240,UPI,Success,INV-002063
4993,2504,2504,2025-06-09,20,PayPal,Success,INV-004993
373,194,194,2025-06-09,20,Credit Card,Success,INV-000373
614,329,329,2025-06-09,50,UPI,Success,INV-000614
5730,2874,2874,2025-06-09,20,PayPal,Success,INV-005730
1163,609,609,2025-06-09,20,PayPal,Success,INV-001163
3906,1931,1931,2025-06-09,20,Credit Card,Success,INV-003906
5494,2769,2769,2025-06-09,20,Credit Card,Success,INV-005494
2753,1352,1352,2025-06-09,20,PayPal,Success,INV-002753
5082,2564,2564,2025-06-09,50,Credit Card,Success,INV-005082
3412,1682,1682,2025-06-09,50,Credit Card,Failed,INV-003412
3331,1629,1629,2025-06-09,20,Credit Card,Success,INV-003331
216,97,97,2025-06-10,240,PayPal,Success,INV-000216
129,48,48,2025-06-10,20,Bank Transfer,Success,INV-000129
1318,684,684,2025-06-10,20,UPI,Success,INV-001318
3831,1883,1883,2025-06-10,240,Credit Card,Success,INV-003831
4114,2034,2034,2025-06-10,50,Credit Card,Success,INV-004114
1489,757,757,2025-06-10,20,PayPal,Success,INV-001489
3770,1855,1855,2025-06-10,20,Credit Card,Success,INV-003770
1244,639,639,2025-06-10,50,PayPal,Success,INV-001244
2341,1123,1123,2025-06-10,50,PayPal,Success,INV-002341
175,78,78,2025-06-10,50,Credit Card,Success,INV-000175
4778,2398,2398,2025-06-10,50,Bank Transfer,Success,INV-004778
1453,738,738,2025-06-10,20,Credit Card,Success,INV-001453
209,94,94,2025-06-10,50,Credit Card,Success,INV-000209
451,263,263,2025-06-10,20,Bank Transfer,Success,INV-000451
4229,2092,2092,2025-06-10,20,Bank Transfer,Success,INV-004229
1586,807,807,2025-06-10,50,UPI,Success,INV-001586
4030,1987,1987,2025-06-10,600,Bank Transfer,Success,INV-004030
4669,2347,2347,2025-06-11,20,Credit Card,Success,INV-004669
900,487,487,2025-06-11,50,Bank Transfer,Success,INV-000900
3220,1596,1596,2025-06-11,20,UPI,Success,INV-003220
3024,1498,1498,2025-06-11,20,UPI,Success,INV-003024
2452,1197,1197,2025-06-11,20,PayPal,Success,INV-002452
1076,568,568,2025-06-11,20,PayPal,Success,INV-001076
110,37,37,2025-06-11,20,UPI,Success,INV-000110
3064,1514,1514,2025-06-11,20,Credit Card,Success,INV-003064
3257,1606,1606,2025-06-11,20,Credit Card,Success,INV-003257
4379,2183,2183,2025-06-11,20,Credit Card,Success,INV-004379
2694,1333,1333,2025-06-11,50,UPI,Success,INV-002694
2431,1181,1181,2025-06-11,20,Bank Transfer,Success,INV-002431
4086,2027,2027,2025-06-11,20,PayPal,Success,INV-004086
5761,2893,2893,2025-06-12,20,Bank Transfer,Success,INV-005761
2949,1446,1446,2025-06-12,20,UPI,Success,INV-002949
5376,2708,2708,2025-06-12,50,UPI,Success,INV-005376
1863,907,907,2025-06-12,20,UPI,Success,INV-001863
1931,942,942,2025-06-12,50,Credit Card,Success,INV-001931
351,190,190,2025-06-12,50,Credit Card,Success,INV-000351
2444,1196,1196,2025-06-12,20,UPI,Success,INV-002444
3647,1798,1798,2025-06-12,20,Bank Transfer,Success,INV-003647
222,99,99,2025-06-12,20,PayPal,Success,INV-000222
4547,2300,2300,2025-06-12,20,Bank Transfer,Success,INV-004547
3459,1706,1706,2025-06-12,20,PayPal,Success,INV-003459
2964,1454,1454,2025-06-12,20,PayPal,Success,INV-002964
1736,864,864,2025-06-12,20,PayPal,Success,INV-001736
2771,1363,1363,2025-06-12,20,Bank Transfer,Success,INV-002771
752,406,406,2025-06-12,20,PayPal,Success,INV-000752
555,299,299,2025-06-12,20,PayPal,Success,INV-000555
2773,1366,1366,2025-06-12,20,Bank Transfer,Success,INV-002773
1279,660,660,2025-06-12,20,Bank Transfer,Failed,INV-001279
232,104,104,2025-06-12,20,UPI,Success,INV-000232
5441,2734,2734,2025-06-13,50,UPI,Success,INV-005441
1506,762,762,2025-06-13,50,Bank Transfer,Success,INV-001506
4895,2461,2461,2025-06-13,20,Bank Transfer,Success,INV-004895
2288,1103,1103,2025-06-13,50,Bank Transfer,Success,INV-002288
2060,1013,1013,2025-06-13,240,UPI,Success,INV-002060
5652,2843,2843,2025-06-13,20,UPI,Failed,INV-005652
5558,2815,2815,2025-06-13,20,UPI,Success,INV-005558
2819,1380,1380,2025-06-13,20,UPI,Failed,INV-002819
4657,2344,2344,2025-06-13,50,Credit Card,Success,INV-004657
564,300,300,2025-06-13,20,Credit Card,Success,INV-000564
3043,1501,1501,2025-06-13,50,Credit Card,Success,INV-003043
1467,744,744,2025-06-13,50,UPI,Success,INV-001467
3179,1571,1571,2025-06-13,50,Bank Transfer,Success,INV-003179
3079,1527,1527,2025-06-13,50,Credit Card,Success,INV-003079
5275,2664,2664,2025-06-13,20,Bank Transfer,Success,INV-005275
1134,594,594,2025-06-13,20,PayPal,Success,INV-001134
1195,620,620,2025-06-14,20,UPI,Success,INV-001195
2616,1293,1293,2025-06-14,20,Credit Card,Success,INV-002616
5839,2943,2943,2025-06-14,20,UPI,Success,INV-005839
3692,1824,1824,2025-06-14,20,Bank Transfer,Success,INV-003692
1372,703,703,2025-06-14,20,Credit Card,Success,INV-001372
3207,1590,1590,2025-06-14,50,Bank Transfer,Success,INV-003207
917,491,491,2025-06-14,50,Credit Card,Success,INV-000917
1814,892,892,2025-06-14,50,UPI,Success,INV-001814
5413,2720,2720,2025-06-14,50,PayPal,Success,INV-005413
47,16,16,2025-06-14,50,UPI,Success,INV-000047
4463,2225,2225,2025-06-14,50,Credit Card,Success,INV-004463
2388,1153,1153,2025-06-14,20,Bank Transfer,Success,INV-002388
3816,1881,1881,2025-06-14,20,PayPal,Success,INV-003816
5357,2703,2703,2025-06-14,20,Bank Transfer,Success,INV-005357
2855,1399,1399,2025-06-14,50,PayPal,Success,INV-002855
1421,721,721,2025-06-14,50,PayPal,Success,INV-001421
2587,1276,1276,2025-06-14,50,UPI,Success,INV-002587
4296,2124,2124,2025-06-14,20,Bank Transfer,Success,INV-004296
5387,2711,2711,2025-06-14,50,Credit Card,Success,INV-005387
1593,808,808,2025-06-15,50,UPI,Success,INV-001593
2027,1002,1002,2025-06-15,20,UPI,Success,INV-002027
2401,1165,1165,2025-06-15,20,Bank Transfer,Success,INV-002401
4621,2332,2332,2025-06-15,600,Bank Transfer,Success,INV-004621
957,503,503,2025-06-15,20,UPI,Success,INV-000957
3933,1937,1937,2025-06-15,20,PayPal,Success,INV-003933
321,170,170,2025-06-15,240,Credit Card,Success,INV-000321
2275,1100,1100,2025-06-15,20,Credit Card,Success,INV-002275
992,522,522,2025-06-15,20,PayPal,Success,INV-000992
1879,910,910,2025-06-15,20,UPI,Success,INV-001879
5228,2647,2647,2025-06-15,50,UPI,Success,INV-005228
4185,2066,2066,2025-06-15,20,UPI,Success,INV-004185
3391,1670,1670,2025-06-15,600,Credit Card,Success,INV-003391
265,132,132,2025-06-15,50,Bank Transfer,Success,INV-000265
3878,1925,1925,2025-06-15,20,Credit Card,Success,INV-003878
314,163,163,2025-06-15,20,Bank Transfer,Success,INV-000314
3324,1626,1626,2025-06-16,20,Credit Card,Success,INV-003324
5570,2817,2817,2025-06-16,20,Bank Transfer,Success,INV-005570
1827,898,898,2025-06-16,50,Bank Transfer,Success,INV-001827
3840,1889,1889,2025-06-16,20,PayPal,Success,INV-003840
4519,2280,2280,2025-06-16,50,Bank Transfer,Success,INV-004519
3384,1669,1669,2025-06-16,50,Bank Transfer,Success,INV-003384
101,34,34,2025-06-16,50,UPI,Success,INV-000101
1263,651,651,2025-06-16,20,UPI,Success,INV-001263
4958,2483,2483,2025-06-16,50,Bank Transfer,Success,INV-004958
2150,1051,1051,2025-06-17,20,PayPal,Success,INV-002150
634,345,345,2025-06-17,20,Bank Transfer,Success,INV-000634
3677,1816,1816,2025-06-17,20,UPI,Success,INV-003677
716,387,387,2025-06-17,50,UPI,Success,INV-000716
2494,1217,1217,2025-06-17,20,UPI,Success,INV-002494
5795,2909,2909,2025-06-17,20,Bank Transfer,Success,INV-005795
4710,2368,2368,2025-06-17,20,Bank Transfer,Success,INV-004710
2075,1022,1022,2025-06-17,50,UPI,Success,INV-002075
1903,932,932,2025-06-17,20,PayPal,Success,INV-001903
2130,1038,1038,2025-06-18,20,PayPal,Success,INV-002130
4143,2044,2044,2025-06-18,50,UPI,Success,INV-004143
3824,1882,1882,2025-06-18,50,PayPal,Success,INV-003824
4572,2305,2305,2025-06-18,20,Credit Card,Success,INV-004572
1654,835,835,2025-06-18,20,Credit Card,Success,INV-001654
4350,2168,2168,2025-06-18,20,PayPal,Success,INV-004350
1911,936,936,2025-06-18,50,PayPal,Success,INV-001911
1802,891,891,2025-06-18,20,PayPal,Success,INV-001802
849,464,464,2025-06-18,20,PayPal,Success,INV-000849
5909,2980,2980,2025-06-18,50,Credit Card,Success,INV-005909
5201,2635,2635,2025-06-18,50,UPI,Success,INV-005201
5338,2700,2700,2025-06-18,50,PayPal,Success,INV-005338
4976,2490,2490,2025-06-18,20,PayPal,Success,INV-004976
5588,2829,2829,2025-06-18,20,PayPal,Success,INV-005588
419,233,233,2025-06-18,50,Credit Card,Success,INV-000419
2086,1024,1024,2025-06-18,20,UPI,Success,INV-002086
5480,2755,2755,2025-06-18,20,Bank Transfer,Success,INV-005480
290,149,149,2025-06-18,20,PayPal,Failed,INV-000290
1175,616,616,2025-06-18,20,UPI,Success,INV-001175
1990,981,981,2025-06-18,20,Credit Card,Success,INV-001990
31,10,10,2025-06-19,50,Credit Card,Success,INV-000031
3538,1753,1753,2025-06-19,20,UPI,Success,INV-003538
573,303,303,2025-06-19,20,UPI,Success,INV-000573
2706,1337,1337,2025-06-19,50,UPI,Success,INV-002706
5262,2657,2657,2025-06-19,20,Bank Transfer,Success,INV-005262
5064,2553,2553,2025-06-19,50,Bank Transfer,Success,INV-005064
1562,795,795,2025-06-19,20,Bank Transfer,Success,INV-001562
2893,1414,1414,2025-06-19,20,PayPal,Success,INV-002893
4362,2170,2170,2025-06-19,50,UPI,Success,INV-004362
3431,1689,1689,2025-06-19,20,PayPal,Success,INV-003431
3559,1763,1763,2025-06-19,20,Credit Card,Success,INV-003559
3789,1859,1859,2025-06-19,20,Bank Transfer,Success,INV-003789
3579,1776,1776,2025-06-19,50,UPI,Failed,INV-003579
5579,2823,2823,2025-06-19,20,UPI,Success,INV-005579
1145,603,603,2025-06-19,20,Bank Transfer,Success,INV-001145
728,396,396,2025-06-19,20,UPI,Success,INV-000728
801,447,447,2025-06-19,20,PayPal,Success,INV-000801
2631,1298,1298,2025-06-20,20,Credit Card,Success,INV-002631
2046,1008,1008,2025-06-20,50,Credit Card,Success,INV-002046
5826,2926,2926,2025-06-20,20,Bank Transfer,Success,INV-005826
3548,1755,1755,2025-06-20,20,PayPal,Success,INV-003548
1016,534,534,2025-06-20,240,PayPal,Success,INV-001016
2002,985,985,2025-06-20,20,Bank Transfer,Failed,INV-002002
4762,2391,2391,2025-06-20,20,Credit Card,Success,INV-004762
627,340,340,2025-06-20,240,Bank Transfer,Success,INV-000627
2177,1056,1056,2025-06-20,50,PayPal,Success,INV-002177
1401,715,715,2025-06-20,20,Credit Card,Success,INV-001401
4751,2389,2389,2025-06-20,20,Bank Transfer,Success,INV-004751
274,133,133,2025-06-20,20,PayPal,Success,INV-000274
4690,2362,2362,2025-06-20,20,PayPal,Success,INV-004690
2193,1060,1060,2025-06-20,20,Credit Card,Success,INV-002193
306,161,161,2025-06-20,20,Bank Transfer,Success,INV-000306
860,465,465,2025-06-20,20,PayPal,Success,INV-000860
1413,718,718,2025-06-21,20,Bank Transfer,Success,INV-001413
5460,2746,2746,2025-06-21,20,UPI,Success,INV-005460
3171,1567,1567,2025-06-21,20,PayPal,Success,INV-003171
4811,2417,2417,2025-06-21,20,PayPal,Success,INV-004811
5090,2570,2570,2025-06-21,20,UPI,Success,INV-005090
515,287,287,2025-06-21,20,Credit Card,Success,INV-000515
1640,831,831,2025-06-21,50,Credit Card,Success,INV-001640
784,439,439,2025-06-21,50,UPI,Success,INV-000784
5048,2537,2537,2025-06-21,20,Bank Transfer,Success,INV-005048
4825,2424,2424,2025-06-21,240,Bank Transfer,Success,INV-004825
705,380,380,2025-06-21,50,Credit Card,Success,INV-000705
657,363,363,2025-06-21,20,Credit Card,Success,INV-000657
4325,2154,2154,2025-06-22,20,Bank Transfer,Success,INV-004325
2662,1308,1308,2025-06-22,50,Credit Card,Success,INV-002662
3286,1618,1618,2025-06-22,50,UPI,Success,INV-003286
5284,2666,2666,2025-06-22,20,Bank Transfer,Success,INV-005284
4945,2478,2478,2025-06-22,50,Bank Transfer,Failed,INV-004945
1002,523,523,2025-06-22,50,Credit Card,Success,INV-001002
3447,1696,1696,2025-06-22,20,Credit Card,Success,INV-003447
1251,646,646,2025-06-22,20,PayPal,Success,INV-001251
5454,2743,2743,2025-06-22,20,UPI,Success,INV-005454
166,76,76,2025-06-22,50,PayPal,Success,INV-000166
2222,1072,1072,2025-06-22,20,Credit Card,Success,INV-002222
335,173,173,2025-06-22,20,PayPal,Success,INV-000335
736,400,400,2025-06-22,20,PayPal,Success,INV-000736
3808,1869,1869,2025-06-22,20,Bank Transfer,Success,INV-003808
3745,1835,1835,2025-06-22,20,Bank Transfer,Success,INV-003745
5527,2784,2784,2025-06-22,20,Credit Card,Success,INV-005527
2118,1037,1037,2025-06-22,20,PayPal,Success,INV-002118
5395,2715,2715,2025-06-23,20,PayPal,Success,INV-005395
1475,748,748,2025-06-23,600,PayPal,Success,INV-001475
5060,2549,2549,2025-06-23,240,Credit Card,Success,INV-005060
1026,544,544,2025-06-23,50,UPI,Success,INV-001026
3313,1625,1625,2025-06-23,20,PayPal,Success,INV-003313
4966,2486,2486,2025-06-23,50,Bank Transfer,Success,INV-004966
5503,2774,2774,2025-06-23,20,UPI,Success,INV-005503
2036,1004,1004,2025-06-23,20,UPI,Success,INV-002036
879,471,471,2025-06-23,20,UPI,Success,INV-000879
4196,2068,2068,2025-06-23,50,UPI,Success,INV-004196
145,59,59,2025-06-23,20,UPI,Success,INV-000145
2484,1214,1214,2025-06-23,20,Bank Transfer,Success,INV-002484
1773,883,883,2025-06-23,20,PayPal,Success,INV-001773
2157,1052,1052,2025-06-24,50,PayPal,Success,INV-002157
2733,1343,1343,2025-06-24,20,Credit Card,Success,INV-002733
3888,1927,1927,2025-06-24,50,Bank Transfer,Success,INV-003888
1381,705,705,2025-06-24,20,UPI,Failed,INV-001381
1918,938,938,2025-06-24,20,Credit Card,Success,INV-001918
1682,854,854,2025-06-24,20,Credit Card,Success,INV-001682
1705,856,856,2025-06-24,50,PayPal,Success,INV-001705
1517,764,764,2025-06-24,50,Credit Card,Success,INV-001517
2205,1065,1065,2025-06-24,50,PayPal,Failed,INV-002205
1938,943,943,2025-06-24,240,PayPal,Success,INV-001938
5140,2598,2598,2025-06-24,20,PayPal,Success,INV-005140
5672,2851,2851,2025-06-25,50,Credit Card,Success,INV-005672
3506,1740,1740,2025-06-25,20,PayPal,Success,INV-003506
486,281,281,2025-06-25,20,Bank Transfer,Success,INV-000486
3480,1722,1722,2025-06-25,20,UPI,Success,INV-003480
1693,855,855,2025-06-25,20,PayPal,Success,INV-001693
2544,1252,1252,2025-06-25,20,Bank Transfer,Success,INV-002544
869,469,469,2025-06-25,50,UPI,Success,INV-000869
1363,701,701,2025-06-25,20,Bank Transfer,Success,INV-001363
3924,1936,1936,2025-06-25,20,Credit Card,Success,INV-003924
4597,2315,2315,2025-06-25,50,Credit Card,Success,INV-004597
3159,1566,1566,2025-06-25,50,PayPal,Success,INV-003159
5636,2841,2841,2025-06-26,20,UPI,Success,INV-005636
3036,1499,1499,2025-06-26,20,PayPal,Success,INV-003036
1204,623,623,2025-06-26,20,Credit Card,Success,INV-001204
2514,1231,1231,2025-06-26,20,Credit Card,Success,INV-002514
4457,2220,2220,2025-06-26,20,PayPal,Success,INV-004457
4282,2112,2112,2025-06-26,20,Credit Card,Success,INV-004282
83,28,28,2025-06-26,20,PayPal,Failed,INV-000083
933,498,498,2025-06-26,20,PayPal,Success,INV-000933
4007,1968,1968,2025-06-26,20,Bank Transfer,Success,INV-004007
2741,1347,1347,2025-06-26,20,UPI,Success,INV-002741
4611,2318,2318,2025-06-26,20,UPI,Success,INV-004611
5040,2535,2535,2025-06-27,50,Bank Transfer,Success,INV-005040
2645,1302,1302,2025-06-27,20,Credit Card,Success,INV-002645
3518,1741,1741,2025-06-27,20,UPI,Success,INV-003518
3988,1966,1966,2025-06-27,20,PayPal,Success,INV-003988
434,255,255,2025-06-27,20,Bank Transfer,Failed,INV-000434
3108,1547,1547,2025-06-27,20,Credit Card,Success,INV-003108
242,107,107,2025-06-27,20,PayPal,Success,INV-000242
4824,2423,2423,2025-06-27,600,Credit Card,Success,INV-004824
543,298,298,2025-06-27,50,Credit Card,Success,INV-000543
3350,1642,1642,2025-06-27,50,PayPal,Success,INV-003350
532,291,291,2025-06-27,20,Credit Card,Success,INV-000532
5364,2706,2706,2025-06-27,20,UPI,Success,INV-005364
3947,1941,1941,2025-06-27,50,Credit Card,Success,INV-003947
4162,2055,2055,2025-06-27,50,UPI,Success,INV-004162
3854,1910,1910,2025-06-28,20,UPI,Success,INV-003854
4065,2013,2013,2025-06-28,50,Credit Card,Success,INV-004065
4215,2080,2080,2025-06-28,50,Bank Transfer,Success,INV-004215
1050,561,561,2025-06-28,20,UPI,Success,INV-001050
4304,2135,2135,2025-06-28,50,Bank Transfer,Success,INV-004304
4722,2371,2371,2025-06-28,20,UPI,Success,INV-004722
5169,2609,2609,2025-06-28,20,Bank Transfer,Success,INV-005169
459,264,264,2025-06-28,50,Bank Transfer,Success,INV-000459
3269,1614,1614,2025-06-28,20,PayPal,Success,INV-003269
4367,2179,2179,2025-06-28,50,Bank Transfer,Success,INV-004367
5152,2600,2600,2025-06-28,20,Credit Card,Success,INV-005152
1785,885,885,2025-06-28,20,Credit Card,Success,INV-001785
4867,2446,2446,2025-06-28,50,Bank Transfer,Success,INV-004867
1886,916,916,2025-06-28,20,Bank Transfer,Success,INV-001886
1751,869,869,2025-06-28,20,PayPal,Success,INV-001751
5742,2880,2880,2025-06-28,20,Credit Card,Success,INV-005742
328,172,172,2025-06-28,20,Bank Transfer,Success,INV-000328
2167,1053,1053,2025-06-28,50,Credit Card,Success,INV-002167
1099,576,576,2025-06-28,20,Bank Transfer,Success,INV-001099
3667,1813,1813,2025-06-28,600,PayPal,Success,INV-003667
3864,1918,1918,2025-06-28,50,Bank Transfer,Success,INV-003864
4853,2441,2441,2025-06-28,20,Bank Transfer,Success,INV-004853
4817,2420,2420,2025-06-28,20,PayPal,Success,INV-004817
2786,1369,1369,2025-06-28,20,UPI,Success,INV-002786
5939,2994,2994,2025-06-29,20,UPI,Success,INV-005939
2880,1409,1409,2025-06-29,50,Credit Card,Success,INV-002880
5471,2753,2753,2025-06-29,50,Bank Transfer,Success,INV-005471
972,514,514,2025-06-29,20,PayPal,Success,INV-000972
3366,1654,1654,2025-06-29,20,Bank Transfer,Success,INV-003366
3898,1928,1928,2025-06-29,50,Bank Transfer,Success,INV-003898
4649,2340,2340,2025-06-30,20,Credit Card,Success,INV-004649
908,488,488,2025-06-30,20,PayPal,Success,INV-000908
1578,802,802,2025-06-30,50,Bank Transfer,Success,INV-001578
693,371,371,2025-06-30,20,UPI,Success,INV-000693
4409,2188,2188,2025-06-30,240,Bank Transfer,Success,INV-004409
3725,1832,1832,2025-06-30,20,Credit Card,Success,INV-003725
3997,1967,1967,2025-06-30,50,PayPal,Success,INV-003997
3008,1490,1490,2025-06-30,50,Credit Card,Success,INV-003008
3295,1620,1620,2025-06-30,50,Credit Card,Success,INV-003295
4507,2266,2266,2025-06-30,20,PayPal,Success,INV-004507
