user_id,country,city,device,acquisition_channel,signup_date,cohort_month,activation_date,plan_type,experiment_group
770,India,Bengaluru,Desktop,Organic Search,2025-09-26,2025-09,,Free,B
771,India,Bengaluru,Desktop,Google Ads,2025-09-24,2025-09,,Free,A
772,Canada,Vancouver,Desktop,Organic Search,2025-09-13,2025-09,2025-09-19,Free,A
773,Germany,Munich,Desktop,Email Campaign,2025-02-13,2025-02,2025-02-13,Free,B
774,India,Hyderabad,Desktop,Referral,2025-03-10,2025-03,,Free,A
775,USA,San Francisco,Desktop,Organic Search,2025-06-06,2025-06,,Free,B
776,India,Hyderabad,Desktop,Google Ads,2025-08-07,2025-08,,Free,A
777,India,Mumbai,Desktop,Referral,2025-10-28,2025-10,2025-11-08,Free,B
778,India,Bengaluru,Desktop,Referral,2025-10-06,2025-10,2025-10-09,Basic,A
779,India,Hyderabad,Desktop,Organic Search,2025-09-23,2025-09,2025-10-03,Pro,B
780,UK,Manchester,Mobile,Email Campaign,2025-12-22,2025-12,2025-12-24,Pro,A
781,UK,Manchester,Mobile,Organic Search,2025-11-24,2025-11,2025-12-05,Free,B
782,Germany,Munich,Mobile,Organic Search,2025-09-12,2025-09,2025-09-24,Pro,A
783,India,Bengaluru,Desktop,Google Ads,2025-12-27,2025-12,2025-12-28,Free,A
784,Canada,Toronto,Desktop,Organic Search,2025-02-08,2025-02,2025-02-15,Free,A
785,Canada,Toronto,Desktop,Organic Search,2025-05-07,2025-05,2025-05-20,Basic,A
786,USA,San Francisco,Desktop,Referral,2025-08-28,2025-08,2025-09-10,Free,A
787,India,Hyderabad,Desktop,Organic Search,2025-10-11,2025-10,,Basic,B
788,Germany,Berlin,Mobile,Organic Search,2025-09-23,2025-09,2025-10-01,Free,A
789,India,Mumbai,Desktop,Google Ads,2025-12-08,2025-12,2025-12-21,Free,B
790,Germany,Munich,Desktop,Organic Search,2025-11-18,2025-11,,Free,B
791,India,Mumbai,Desktop,Organic Search,2025-08-30,2025-08,2025-09-02,Free,A
792,USA,Austin,Desktop,Google Ads,2025-02-02,2025-02,2025-02-11,Free,B
793,India,Bengaluru,Desktop,Referral,2025-11-22,2025-11,2025-12-04,Basic,A
794,India,Bengaluru,Desktop,Organic Search,2025-04-05,2025-04,2025-04-05,Basic,A
795,UK,London,Desktop,Google Ads,2025-06-19,2025-06,2025-06-29,Free,A
796,India,Hyderabad,Desktop,Referral,2025-11-03,2025-11,,Pro,A
797,Canada,Toronto,Desktop,Google Ads,2025-11-03,2025-11,2025-11-04,Free,B
798,India,Hyderabad,Desktop,Organic Search,2025-10-09,2025-10,2025-10-12,Basic,B
799,Germany,Munich,Mobile,Organic Search,2025-08-03,2025-08,2025-08-17,Free,B
800,Germany,Munich,Mobile,Organic Search,2025-10-18,2025-10,,Free,B
801,USA,New York,Desktop,Google Ads,2025-02-18,2025-02,2025-02-24,Free,A
802,India,Bengaluru,Desktop,Organic Search,2025-04-30,2025-04,2025-05-05,Basic,A
803,UK,London,Mobile,Organic Search,2025-08-31,2025-08,2025-09-05,Basic,B
804,India,Mumbai,Mobile,Email Campaign,2025-08-08,2025-08,2025-08-19,Free,B
805,USA,New York,Desktop,Google Ads,2025-07-05,2025-07,,Pro,B
806,UK,Manchester,Mobile,Organic Search,2025-10-04,2025-10,2025-10-16,Basic,B
807,Canada,Toronto,Desktop,Organic Search,2025-05-10,2025-05,2025-05-20,Free,B
808,India,Hyderabad,Mobile,Email Campaign,2025-06-15,2025-06,2025-06-28,Basic,A
809,Canada,Toronto,Tablet,Google Ads,2025-03-31,2025-03,2025-04-06,Free,B
810,India,Bengaluru,Desktop,Referral,2025-09-01,2025-09,2025-09-05,Free,A
811,India,Mumbai,Mobile,Referral,2025-11-20,2025-11,2025-11-29,Basic,B
812,India,Mumbai,Desktop,Referral,2025-11-12,2025-11,,Free,A
813,UK,London,Tablet,Organic Search,2025-09-10,2025-09,2025-09-23,Free,A
814,UK,Manchester,Desktop,Organic Search,2025-04-21,2025-04,2025-05-04,Free,B
815,India,Hyderabad,Mobile,Organic Search,2025-10-22,2025-10,2025-10-27,Basic,B
816,India,Mumbai,Desktop,Organic Search,2025-02-06,2025-02,2025-02-13,Free,A
817,USA,Austin,Desktop,Organic Search,2025-02-12,2025-02,2025-02-22,Free,A
818,India,Bengaluru,Mobile,Organic Search,2025-03-08,2025-03,2025-03-21,Free,A
819,USA,New York,Desktop,Google Ads,2025-11-25,2025-11,,Free,A
820,USA,San Francisco,Desktop,Organic Search,2025-12-04,2025-12,,Free,B
821,Canada,Toronto,Mobile,Referral,2025-12-21,2025-12,,Basic,A
822,USA,New York,Desktop,Google Ads,2025-08-12,2025-08,2025-08-25,Free,A
823,USA,New York,Mobile,Organic Search,2025-11-08,2025-11,,Free,B
824,UK,London,Desktop,Organic Search,2025-05-07,2025-05,2025-05-11,Free,B
825,India,Mumbai,Desktop,Google Ads,2025-05-14,2025-05,2025-05-17,Basic,A
826,India,Mumbai,Mobile,Google Ads,2025-12-13,2025-12,2025-12-22,Free,A
827,India,Hyderabad,Desktop,Organic Search,2025-11-30,2025-11,2025-11-30,Free,A
828,USA,San Francisco,Mobile,Organic Search,2025-03-27,2025-03,2025-04-09,Free,A
829,USA,New York,Desktop,Google Ads,2025-02-03,2025-02,2025-02-07,Free,B
830,Canada,Toronto,Mobile,Organic Search,2025-02-17,2025-02,,Pro,A
831,USA,Austin,Desktop,Referral,2025-03-21,2025-03,2025-03-29,Free,A
832,UK,London,Desktop,Organic Search,2025-09-15,2025-09,2025-09-15,Basic,A
833,Germany,Berlin,Mobile,Referral,2025-04-24,2025-04,2025-04-27,Free,A
834,India,Mumbai,Mobile,Organic Search,2025-09-25,2025-09,2025-10-03,Free,A
835,UK,Manchester,Desktop,Referral,2025-03-18,2025-03,2025-03-21,Free,B
836,India,Mumbai,Tablet,Email Campaign,2025-10-05,2025-10,2025-10-07,Pro,A
837,India,Bengaluru,Mobile,Referral,2025-02-15,2025-02,2025-02-27,Free,A
838,USA,Austin,Mobile,Google Ads,2025-06-06,2025-06,2025-06-15,Free,B
839,Germany,Berlin,Desktop,Referral,2025-08-23,2025-08,,Free,B
840,India,Hyderabad,Mobile,Referral,2025-11-28,2025-11,,Basic,B
841,Germany,Munich,Mobile,Organic Search,2025-08-14,2025-08,,Free,A
842,India,Mumbai,Desktop,Email Campaign,2025-09-10,2025-09,2025-09-18,Basic,A
843,Germany,Berlin,Desktop,Organic Search,2025-05-30,2025-05,2025-06-06,Free,B
844,India,Hyderabad,Tablet,Google Ads,2025-05-25,2025-05,2025-06-08,Free,A
845,India,Bengaluru,Mobile,Google Ads,2025-02-18,2025-02,,Free,B
846,India,Hyderabad,Desktop,Organic Search,2025-09-18,2025-09,,Basic,B
847,USA,San Francisco,Desktop,Organic Search,2025-08-04,2025-08,,Basic,A
848,USA,New York,Mobile,Referral,2025-06-04,2025-06,2025-06-17,Free,B
849,India,Bengaluru,Mobile,Organic Search,2025-04-02,2025-04,2025-04-15,Free,A
850,UK,Manchester,Desktop,Organic Search,2025-04-17,2025-04,2025-04-29,Free,A
851,UK,London,Mobile,Google Ads,2025-08-31,2025-08,2025-08-31,Free,A
852,India,Mumbai,Mobile,Google Ads,2025-12-25,2025-12,2025-12-30,Basic,B
853,USA,San Francisco,Desktop,Google Ads,2025-08-26,2025-08,2025-09-05,Free,A
854,India,Mumbai,Desktop,Google Ads,2025-05-24,2025-05,,Free,B
855,India,Bengaluru,Desktop,Google Ads,2025-02-25,2025-02,2025-02-28,Free,A
856,India,Bengaluru,Desktop,Organic Search,2025-01-24,2025-01,2025-02-02,Basic,A
857,Canada,Toronto,Desktop,Referral,2025-09-24,2025-09,2025-10-02,Free,A
858,Canada,Toronto,Desktop,Organic Search,2025-08-12,2025-08,2025-08-20,Free,B
859,Canada,Toronto,Desktop,Google Ads,2025-10-24,2025-10,,Free,B
860,India,Hyderabad,Desktop,Referral,2025-05-21,2025-05,2025-05-30,Free,A
861,India,Bengaluru,Mobile,Referral,2025-08-11,2025-08,,Free,A
862,India,Mumbai,Desktop,Referral,2025-02-03,2025-02,2025-02-06,Free,B
863,India,Mumbai,Desktop,Referral,2025-03-13,2025-03,2025-03-16,Pro,B
864,India,Bengaluru,Mobile,Organic Search,2025-06-12,2025-06,2025-06-26,Pro,A
865,Canada,Vancouver,Desktop,Organic Search,2025-10-10,2025-10,2025-10-19,Free,A
866,India,Bengaluru,Desktop,Google Ads,2025-11-23,2025-11,2025-12-06,Free,A
867,India,Hyderabad,Desktop,Organic Search,2025-10-24,2025-10,2025-11-02,Free,B
868,UK,London,Desktop,Google Ads,2025-04-05,2025-04,2025-04-08,Free,B
869,USA,New York,Desktop,Referral,2025-05-28,2025-05,,Free,B
870,USA,Austin,Tablet,Referral,2025-01-08,2025-01,,Free,A
871,UK,London,Mobile,Referral,2025-06-28,2025-06,2025-07-07,Free,B
872,India,Hyderabad,Mobile,Organic Search,2025-12-10,2025-12,2025-12-13,Free,B
873,India,Bengaluru,Mobile,Google Ads,2025-02-02,2025-02,,Free,B
874,UK,London,Mobile,Google Ads,2025-12-28,2025-12,2026-01-04,Free,B
875,USA,Austin,Desktop,Organic Search,2025-01-21,2025-01,2025-02-04,Free,B
876,India,Bengaluru,Desktop,Organic Search,2025-03-10,2025-03,2025-03-20,Free,A
877,India,Hyderabad,Mobile,Google Ads,2025-04-16,2025-04,2025-04-28,Free,A
878,USA,San Francisco,Desktop,Google Ads,2025-09-06,2025-09,2025-09-15,Basic,B
879,USA,San Francisco,Desktop,Referral,2025-03-27,2025-03,2025-03-30,Free,B
880,India,Bengaluru,Desktop,Referral,2025-11-29,2025-11,,Free,B
881,Canada,Toronto,Mobile,Google Ads,2025-07-22,2025-07,2025-08-01,Basic,A
882,Germany,Berlin,Desktop,Organic Search,2025-01-18,2025-01,2025-01-21,Pro,A
883,UK,London,Tablet,Google Ads,2025-06-23,2025-06,2025-07-03,Free,A
884,Germany,Berlin,Desktop,Organic Search,2025-10-30,2025-10,,Basic,A
885,Canada,Vancouver,Tablet,Google Ads,2025-01-28,2025-01,2025-02-04,Free,A
886,Canada,Toronto,Desktop,Referral,2025-07-14,2025-07,2025-07-19,Basic,A
887,Germany,Berlin,Desktop,Organic Search,2025-12-13,2025-12,,Free,A
888,USA,San Francisco,Mobile,Organic Search,2025-10-01,2025-10,2025-10-06,Free,B
889,India,Hyderabad,Mobile,Organic Search,2025-04-21,2025-04,2025-04-29,Basic,B
890,India,Hyderabad,Desktop,Organic Search,2025-12-27,2025-12,2025-12-31,Pro,B
891,USA,San Francisco,Mobile,Google Ads,2025-02-18,2025-02,2025-02-22,Free,A
892,USA,Austin,Desktop,Google Ads,2025-01-14,2025-01,2025-01-25,Basic,B
893,UK,London,Desktop,Referral,2025-07-09,2025-07,,Free,A
894,USA,San Francisco,Desktop,Organic Search,2025-09-05,2025-09,2025-09-06,Basic,B
895,Canada,Toronto,Tablet,Google Ads,2025-11-18,2025-11,2025-11-18,Free,B
896,Canada,Toronto,Desktop,Organic Search,2025-01-29,2025-01,2025-02-09,Free,B
897,UK,London,Mobile,Email Campaign,2025-05-23,2025-05,2025-06-03,Free,A
898,USA,Austin,Mobile,Organic Search,2025-04-16,2025-04,,Free,B
899,India,Bengaluru,Desktop,Organic Search,2025-07-22,2025-07,,Free,B
900,USA,Austin,Desktop,Google Ads,2025-03-21,2025-03,2025-04-01,Free,B
901,UK,London,Desktop,Google Ads,2025-07-21,2025-07,2025-07-28,Free,B
902,USA,New York,Mobile,Google Ads,2025-12-31,2025-12,2026-01-14,Free,B
903,India,Bengaluru,Mobile,Google Ads,2025-10-20,2025-10,2025-11-03,Basic,B
904,India,Hyderabad,Mobile,Organic Search,2025-03-03,2025-03,,Free,B
905,UK,London,Mobile,Organic Search,2025-10-21,2025-10,,Free,B
906,India,Hyderabad,Desktop,Referral,2025-01-31,2025-01,,Free,A
907,UK,London,Mobile,Organic Search,2025-01-12,2025-01,2025-01-19,Free,B
908,India,Bengaluru,Desktop,Google Ads,2025-09-08,2025-09,2025-09-14,Free,A
909,India,Mumbai,Mobile,Referral,2025-08-09,2025-08,2025-08-12,Free,A
910,UK,Manchester,Desktop,Organic Search,2025-01-15,2025-01,2025-01-21,Free,B
911,Germany,Munich,Desktop,Organic Search,2025-03-27,2025-03,2025-04-07,Free,A
912,USA,Austin,Mobile,Referral,2025-09-12,2025-09,2025-09-19,Basic,B
913,USA,Austin,Mobile,Referral,2025-11-13,2025-11,2025-11-14,Basic,B
914,India,Hyderabad,Mobile,Organic Search,2025-01-05,2025-01,2025-01-11,Free,A
915,USA,New York,Desktop,Organic Search,2025-11-16,2025-11,2025-11-21,Pro,B
916,India,Mumbai,Desktop,Organic Search,2025-06-28,2025-06,2025-07-04,Free,A
917,Germany,Berlin,Desktop,Referral,2025-10-16,2025-10,2025-10-28,Basic,A
918,India,Mumbai,Desktop,Organic Search,2025-11-03,2025-11,2025-11-08,Pro,B
919,India,Hyderabad,Desktop,Organic Search,2025-02-28,2025-02,2025-03-05,Basic,A
920,India,Bengaluru,Desktop,Google Ads,2025-09-21,2025-09,2025-09-30,Free,A
921,USA,New York,Desktop,Google Ads,2025-03-24,2025-03,2025-04-06,Free,A
922,Canada,Vancouver,Desktop,Organic Search,2025-03-02,2025-03,2025-03-07,Free,A
923,India,Bengaluru,Desktop,Organic Search,2025-07-14,2025-07,2025-07-26,Free,A
924,India,Mumbai,Desktop,Referral,2025-05-28,2025-05,2025-06-06,Free,A
925,UK,Manchester,Desktop,Email Campaign,2025-08-27,2025-08,2025-09-05,Basic,B
926,USA,San Francisco,Desktop,Organic Search,2025-05-02,2025-05,2025-05-13,Pro,A
927,USA,Austin,Mobile,Email Campaign,2025-10-15,2025-10,2025-10-19,Free,B
928,India,Bengaluru,Desktop,Referral,2025-01-21,2025-01,2025-01-29,Free,A
929,USA,New York,Desktop,Google Ads,2025-12-23,2025-12,2025-12-30,Basic,A
930,Canada,Toronto,Mobile,Google Ads,2025-04-07,2025-04,2025-04-10,Free,A
931,India,Hyderabad,Desktop,Organic Search,2025-02-20,2025-02,2025-02-25,Free,A
932,Canada,Toronto,Tablet,Google Ads,2025-02-17,2025-02,2025-03-03,Basic,A
933,India,Mumbai,Desktop,Referral,2025-08-30,2025-08,2025-09-12,Pro,B
934,Germany,Munich,Desktop,Organic Search,2025-10-28,2025-10,2025-11-11,Free,B
935,USA,Austin,Desktop,Google Ads,2025-12-18,2025-12,2025-12-30,Free,B
936,India,Mumbai,Desktop,Organic Search,2025-05-18,2025-05,2025-05-28,Free,A
937,India,Bengaluru,Mobile,Organic Search,2025-03-31,2025-03,2025-04-02,Basic,A
938,UK,London,Desktop,Organic Search,2025-06-24,2025-06,2025-07-08,Basic,B
939,Canada,Toronto,Mobile,Referral,2025-01-25,2025-01,,Free,B
940,Canada,Toronto,Desktop,Google Ads,2025-09-19,2025-09,2025-10-01,Basic,B
941,India,Hyderabad,Desktop,Organic Search,2025-01-08,2025-01,2025-01-18,Basic,A
942,USA,San Francisco,Mobile,Google Ads,2025-05-12,2025-05,2025-05-14,Free,B
943,India,Mumbai,Desktop,Email Campaign,2025-06-24,2025-06,2025-06-26,Free,B
944,India,Mumbai,Desktop,Email Campaign,2025-02-25,2025-02,2025-03-02,Free,B
945,India,Hyderabad,Desktop,Organic Search,2025-05-20,2025-05,2025-05-27,Free,A
946,India,Mumbai,Mobile,Referral,2025-04-30,2025-04,,Free,B
947,USA,Austin,Desktop,Email Campaign,2025-03-18,2025-03,2025-03-23,Free,B
948,India,Hyderabad,Desktop,Organic Search,2025-01-21,2025-01,2025-01-28,Free,B
949,Canada,Vancouver,Desktop,Google Ads,2025-09-01,2025-09,2025-09-09,Basic,B
950,USA,Austin,Desktop,Email Campaign,2025-03-12,2025-03,2025-03-26,Free,B
951,USA,New York,Desktop,Organic Search,2025-12-31,2025-12,2026-01-12,Free,A
952,Canada,Vancouver,Mobile,Google Ads,2025-12-24,2025-12,2026-01-02,Free,A
953,India,Mumbai,Mobile,Organic Search,2025-05-14,2025-05,,Pro,A
954,India,Hyderabad,Desktop,Referral,2025-10-16,2025-10,2025-10-22,Free,A
955,Canada,Vancouver,Mobile,Google Ads,2025-04-08,2025-04,,Free,B
956,Canada,Toronto,Desktop,Organic Search,2025-10-28,2025-10,2025-10-31,Free,B
957,India,Mumbai,Desktop,Organic Search,2025-11-12,2025-11,,Free,A
958,Canada,Toronto,Desktop,Referral,2025-02-17,2025-02,2025-02-25,Free,B
959,Germany,Munich,Desktop,Referral,2025-07-19,2025-07,2025-07-23,Free,A
960,India,Bengaluru,Mobile,Organic Search,2025-05-31,2025-05,,Basic,B
961,USA,New York,Mobile,Organic Search,2025-02-16,2025-02,2025-02-28,Free,B
962,India,Mumbai,Desktop,Organic Search,2025-09-19,2025-09,2025-09-25,Pro,B
963,India,Hyderabad,Desktop,Email Campaign,2025-12-17,2025-12,,Basic,A
964,UK,Manchester,Desktop,Referral,2025-07-15,2025-07,2025-07-26,Free,B
965,UK,Manchester,Desktop,Referral,2025-12-02,2025-12,,Basic,A
966,India,Hyderabad,Desktop,Organic Search,2025-04-05,2025-04,2025-04-17,Free,A
967,USA,New York,Desktop,Organic Search,2025-08-30,2025-08,2025-09-11,Free,B
968,UK,Manchester,Mobile,Organic Search,2025-04-04,2025-04,,Basic,A
969,India,Hyderabad,Desktop,Google Ads,2025-07-23,2025-07,2025-07-30,Basic,A
970,USA,Austin,Mobile,Google Ads,2025-05-30,2025-05,2025-06-02,Free,A
971,India,Bengaluru,Desktop,Organic Search,2025-07-08,2025-07,2025-07-09,Basic,B
972,UK,Manchester,Desktop,Google Ads,2025-07-19,2025-07,2025-07-20,Pro,A
973,India,Hyderabad,Desktop,Organic Search,2025-08-08,2025-08,2025-08-17,Free,A
974,India,Hyderabad,Desktop,Organic Search,2025-05-15,2025-05,2025-05-19,Free,B
975,USA,New York,Desktop,Email Campaign,2025-02-01,2025-02,2025-02-11,Free,A
976,USA,Austin,Desktop,Organic Search,2025-07-18,2025-07,,Free,B
977,India,Mumbai,Desktop,Organic Search,2025-03-16,2025-03,2025-03-27,Pro,B
978,India,Bengaluru,Tablet,Organic Search,2025-07-28,2025-07,,Free,B
979,USA,Austin,Mobile,Referral,2025-01-13,2025-01,2025-01-25,Free,A
980,USA,San Francisco,Desktop,Organic Search,2025-09-04,2025-09,,Free,A
981,India,Hyderabad,Desktop,Google Ads,2025-05-18,2025-05,,Pro,A
982,India,Mumbai,Desktop,Google Ads,2025-12-09,2025-12,2025-12-13,Free,A
983,Germany,Berlin,Desktop,Email Campaign,2025-07-17,2025-07,,Basic,A
984,USA,Austin,Desktop,Google Ads,2025-04-06,2025-04,2025-04-09,Free,A
985,Canada,Vancouver,Desktop,Organic Search,2025-01-20,2025-01,2025-01-22,Free,B
986,Germany,Munich,Desktop,Organic Search,2025-02-11,2025-02,2025-02-12,Free,A
987,UK,Manchester,Tablet,Referral,2025-02-13,2025-02,,Pro,A
988,India,Bengaluru,Mobile,Google Ads,2025-12-01,2025-12,,Basic,B
989,USA,San Francisco,Mobile,Organic Search,2025-05-11,2025-05,2025-05-24,Free,B
990,Canada,Vancouver,Mobile,Email Campaign,2025-02-15,2025-02,,Basic,B
991,USA,New York,Desktop,Organic Search,2025-08-26,2025-08,2025-08-30,Basic,B
992,Germany,Berlin,Mobile,Referral,2025-05-12,2025-05,2025-05-20,Basic,A
993,India,Mumbai,Mobile,Referral,2025-04-23,2025-04,2025-05-01,Free,A
994,India,Bengaluru,Desktop,Organic Search,2025-01-08,2025-01,2025-01-09,Free,B
995,USA,New York,Desktop,Google Ads,2025-12-13,2025-12,2025-12-25,Free,B
996,USA,New York,Mobile,Referral,2025-05-13,2025-05,2025-05-22,Free,A
997,India,Hyderabad,Desktop,Email Campaign,2025-09-28,2025-09,2025-10-03,Basic,A
998,India,Hyderabad,Desktop,Google Ads,2025-06-01,2025-06,2025-06-07,Free,A
999,Germany,Berlin,Tablet,Referral,2025-07-09,2025-07,,Basic,B
1000,Germany,Munich,Mobile,Organic Search,2025-04-05,2025-04,2025-04-14,Free,A
1001,Germany,Munich,Desktop,Organic Search,2025-02-08,2025-02,,Free,A
1002,India,Hyderabad,Mobile,Google Ads,2025-03-15,2025-03,2025-03-27,Free,B
1003,Germany,Berlin,Desktop,Referral,2025-03-30,2025-03,2025-04-06,Free,B
1004,UK,Manchester,Desktop,Email Campaign,2025-04-23,2025-04,2025-05-02,Free,A
1005,Canada,Vancouver,Desktop,Organic Search,2025-10-10,2025-10,2025-10-14,Pro,A
1006,Canada,Vancouver,Desktop,Organic Search,2025-11-03,2025-11,2025-11-07,Free,A
1007,India,Bengaluru,Desktop,Organic Search,2025-10-25,2025-10,2025-10-31,Free,A
1008,India,Mumbai,Mobile,Organic Search,2025-06-20,2025-06,2025-07-01,Basic,B
1009,USA,Austin,Desktop,Organic Search,2025-12-15,2025-12,2025-12-28,Free,A
1010,UK,Manchester,Desktop,Organic Search,2025-08-05,2025-08,2025-08-07,Free,A
1011,UK,Manchester,Mobile,Organic Search,2025-12-29,2025-12,2026-01-12,Free,B
1012,USA,New York,Desktop,Organic Search,2025-06-10,2025-06,2025-06-18,Free,A
1013,Canada,Vancouver,Desktop,Organic Search,2025-06-13,2025-06,2025-06-14,Free,B
1014,India,Bengaluru,Desktop,Google Ads,2025-04-09,2025-04,2025-04-22,Free,A
1015,India,Hyderabad,Desktop,Google Ads,2025-12-16,2025-12,2025-12-21,Free,A
1016,India,Bengaluru,Desktop,Google Ads,2025-12-16,2025-12,2025-12-20,Free,A
1017,India,Mumbai,Desktop,Organic Search,2025-06-09,2025-06,,Pro,B
1018,India,Mumbai,Mobile,Google Ads,2025-08-01,2025-08,2025-08-11,Free,A
1019,UK,Manchester,Desktop,Organic Search,2025-06-07,2025-06,2025-06-18,Free,B
1020,Canada,Toronto,Mobile,Organic Search,2025-03-02,2025-03,2025-03-15,Free,B
1021,UK,London,Mobile,Organic Search,2025-03-02,2025-03,2025-03-04,Free,B
1022,India,Mumbai,Desktop,Organic Search,2025-02-17,2025-02,2025-03-03,Basic,B
1023,India,Bengaluru,Desktop,Referral,2025-04-24,2025-04,2025-05-07,Free,B
1024,USA,New York,Desktop,Referral,2025-02-18,2025-02,2025-02-23,Free,A
1025,UK,Manchester,Mobile,Referral,2025-07-24,2025-07,2025-07-29,Free,B
1026,Canada,Toronto,Desktop,Google Ads,2025-11-15,2025-11,,Free,A
1027,Canada,Toronto,Desktop,Google Ads,2025-07-31,2025-07,2025-08-08,Free,B
1028,UK,London,Desktop,Organic Search,2025-02-05,2025-02,2025-02-08,Free,A
1029,India,Hyderabad,Desktop,Organic Search,2025-01-13,2025-01,2025-01-15,Free,A
1030,UK,Manchester,Mobile,Organic Search,2025-10-18,2025-10,,Pro,B
1031,India,Hyderabad,Mobile,Referral,2025-09-11,2025-09,2025-09-24,Free,B
1032,UK,Manchester,Desktop,Google Ads,2025-01-05,2025-01,2025-01-07,Free,A
1033,Canada,Toronto,Mobile,Organic Search,2025-04-04,2025-04,2025-04-06,Pro,A
1034,Germany,Munich,Desktop,Referral,2025-02-01,2025-02,,Free,A
1035,Germany,Munich,Desktop,Organic Search,2025-03-17,2025-03,2025-03-28,Free,A
1036,India,Mumbai,Mobile,Organic Search,2025-11-19,2025-11,2025-11-23,Free,B
1037,Germany,Munich,Tablet,Organic Search,2025-04-22,2025-04,2025-05-02,Free,B
1038,Germany,Berlin,Desktop,Organic Search,2025-01-18,2025-01,2025-01-29,Free,B
1039,USA,San Francisco,Desktop,Organic Search,2025-10-15,2025-10,2025-10-22,Basic,A
1040,India,Bengaluru,Mobile,Organic Search,2025-11-07,2025-11,2025-11-20,Free,A
1041,USA,New York,Desktop,Referral,2025-09-01,2025-09,,Pro,B
1042,USA,Austin,Desktop,Organic Search,2025-06-22,2025-06,2025-07-06,Basic,A
1043,India,Mumbai,Desktop,Organic Search,2025-05-08,2025-05,2025-05-18,Free,A
1044,Germany,Berlin,Tablet,Organic Search,2025-12-10,2025-12,,Pro,B
1045,India,Mumbai,Tablet,Email Campaign,2025-08-10,2025-08,2025-08-17,Free,A
1046,USA,New York,Desktop,Organic Search,2025-03-03,2025-03,2025-03-11,Free,A
1047,India,Mumbai,Mobile,Organic Search,2025-01-13,2025-01,2025-01-17,Free,A
1048,UK,London,Mobile,Organic Search,2025-04-02,2025-04,2025-04-06,Free,B
1049,USA,San Francisco,Desktop,Referral,2025-02-06,2025-02,,Free,A
1050,Canada,Toronto,Tablet,Google Ads,2025-06-24,2025-06,,Basic,A
1051,UK,London,Desktop,Organic Search,2025-02-17,2025-02,2025-02-22,Pro,B
1052,USA,Austin,Desktop,Organic Search,2025-06-24,2025-06,,Basic,B
1053,India,Bengaluru,Mobile,Referral,2025-03-28,2025-03,2025-04-03,Free,A
1054,India,Hyderabad,Desktop,Organic Search,2025-11-02,2025-11,2025-11-02,Free,B
1055,USA,San Francisco,Tablet,Organic Search,2025-01-05,2025-01,2025-01-05,Free,A
1056,India,Mumbai,Desktop,Organic Search,2025-03-20,2025-03,2025-03-22,Free,A
1057,USA,San Francisco,Desktop,Email Campaign,2025-05-20,2025-05,,Free,A
1058,UK,London,Desktop,Email Campaign,2025-09-09,2025-09,2025-09-17,Basic,A
1059,UK,London,Desktop,Google Ads,2025-12-16,2025-12,2025-12-27,Free,A
1060,India,Mumbai,Desktop,Organic Search,2025-02-20,2025-02,,Basic,A
1061,India,Hyderabad,Desktop,Organic Search,2025-02-22,2025-02,2025-02-23,Free,B
1062,Germany,Berlin,Desktop,Referral,2025-09-03,2025-09,2025-09-03,Free,A
1063,Germany,Munich,Desktop,Organic Search,2025-03-12,2025-03,2025-03-13,Free,A
1064,India,Hyderabad,Mobile,Email Campaign,2025-08-11,2025-08,2025-08-22,Free,B
1065,Canada,Vancouver,Mobile,Google Ads,2025-02-24,2025-02,2025-02-25,Basic,B
1066,Canada,Toronto,Mobile,Referral,2025-08-17,2025-08,,Free,A
1067,USA,New York,Desktop,Referral,2025-04-19,2025-04,2025-04-20,Free,A
1068,Germany,Munich,Desktop,Organic Search,2025-12-05,2025-12,2025-12-05,Free,A
1069,India,Mumbai,Desktop,Organic Search,2025-08-07,2025-08,,Pro,B
1070,India,Mumbai,Desktop,Google Ads,2025-12-19,2025-12,2025-12-29,Free,A
1071,USA,San Francisco,Mobile,Organic Search,2025-06-08,2025-06,2025-06-13,Free,B
1072,USA,New York,Tablet,Google Ads,2025-03-22,2025-03,2025-03-29,Basic,B
1073,USA,San Francisco,Mobile,Organic Search,2025-09-06,2025-09,2025-09-15,Basic,B
1074,USA,Austin,Desktop,Organic Search,2025-04-07,2025-04,2025-04-11,Free,B
1075,USA,Austin,Mobile,Referral,2025-05-24,2025-05,2025-06-05,Free,A
1076,India,Mumbai,Desktop,Organic Search,2025-02-05,2025-02,2025-02-11,Basic,B
1077,USA,Austin,Desktop,Organic Search,2025-08-14,2025-08,2025-08-15,Free,B
1078,India,Bengaluru,Mobile,Referral,2025-03-19,2025-03,2025-03-28,Free,B
1079,UK,Manchester,Desktop,Organic Search,2025-09-02,2025-09,2025-09-05,Free,A
1080,USA,Austin,Desktop,Google Ads,2025-09-29,2025-09,2025-10-01,Basic,B
1081,Germany,Berlin,Desktop,Organic Search,2025-02-01,2025-02,,Free,A
1082,USA,Austin,Mobile,Referral,2025-02-10,2025-02,2025-02-14,Free,A
1083,Canada,Vancouver,Desktop,Organic Search,2025-06-20,2025-06,2025-06-26,Free,A
1084,Canada,Vancouver,Mobile,Google Ads,2025-05-15,2025-05,2025-05-18,Free,A
1085,USA,Austin,Desktop,Organic Search,2025-06-26,2025-06,2025-06-28,Free,A
1086,UK,London,Desktop,Email Campaign,2025-12-24,2025-12,2026-01-02,Free,B
